"","time_interval","time_frame","dataset_name","b","X","N","lm_intercept","lm_slope"
"b2420","monthly","2014-11","dba",-0.693452466263333,21,893,2.52250719406524,-0.787889447554011
"b2421","monthly","2014-11","dba",-0.691169983710779,22,893,2.55189341660733,-0.786076226907393
"b2422","monthly","2014-11","dba",-0.688969181621147,23,893,2.57939550233403,-0.784243125036038
"b2423","monthly","2014-11","dba",-0.686859719048737,24,893,2.6045262855678,-0.782258235179547
"b2424","monthly","2014-11","dba",-0.68478070294408,25,893,2.62787851395688,-0.780218472748209
"b2425","monthly","2014-11","dba",-0.682777156249182,26,893,2.6488689871582,-0.777970635569438
"b2426","monthly","2014-11","dba",-0.680875175833206,27,893,2.66898916351611,-0.775825747117305
"b2427","monthly","2014-11","dba",-0.67900042650739,28,893,2.68731052848498,-0.773554331588117
"b2428","monthly","2014-11","dba",-0.677135506758767,29,893,2.70487458902715,-0.771360292934969
"b2429","monthly","2014-11","dba",-0.675357004856861,30,893,2.72253745961134,-0.769427630710943
"b2430","monthly","2014-11","dba",-0.673673000328171,31,893,2.73979972237104,-0.767620652136656
"b2431","monthly","2014-11","dba",-0.672064112286842,32,893,2.75518814430078,-0.765609105503165
"b2432","monthly","2014-11","dba",-0.670476466945357,33,893,2.76879783166209,-0.763403103972797
"b2433","monthly","2014-11","dba",-0.668836951994346,34,893,2.78215938763722,-0.76129057485184
"b2434","monthly","2014-11","dba",-0.667263798940177,35,893,2.79392078700649,-0.759004335226156
"b2435","monthly","2014-11","dba",-0.665733872380842,36,893,2.80613797148117,-0.756976339059699
"b2436","monthly","2014-11","dba",-0.664201950606856,37,893,2.8180412545253,-0.755017640015925
"b2437","monthly","2014-11","dba",-0.662682403704405,38,893,2.828465242399,-0.752879803688043
"b2438","monthly","2014-11","dba",-0.661167565350034,39,893,2.83861753759832,-0.750810306388077
"b2439","monthly","2014-11","dba",-0.659534625590696,40,893,2.84831672557294,-0.748736765573528
"b2440","monthly","2014-11","dba",-0.657968250536654,41,893,2.85870908797315,-0.74693014113284
"b2441","monthly","2014-11","dba",-0.656407557041565,42,893,2.86904273129892,-0.745217950471276
"b2442","monthly","2014-11","dba",-0.654912429554929,43,893,2.87832024167031,-0.743393438675951
"b2443","monthly","2014-11","dba",-0.653505533588219,44,893,2.88663477707851,-0.74148788386674
"b2444","monthly","2014-11","dba",-0.6520866922186,45,893,2.89405573973815,-0.739489341057757
"b2445","monthly","2014-11","dba",-0.65070433767977,46,893,2.90184577215145,-0.737660180119066
"b2446","monthly","2014-11","dba",-0.649255355001767,47,893,2.90833800689316,-0.735630742300138
"b2447","monthly","2014-11","dba",-0.647750206959327,48,893,2.91407109945849,-0.733514368985138
"b2448","monthly","2014-11","dba",-0.646233502486806,49,893,2.91998276631889,-0.731509804319479
"b2449","monthly","2014-11","dba",-0.644699442918607,50,893,2.92688973474701,-0.729782301727268
"b2450","monthly","2014-12","dba",-0.799914842281147,2,927,0.58928422703338,-0.811453216508949
"b2451","monthly","2014-12","dba",-0.782341825849426,3,927,0.948613846647548,-0.809526137420799
"b2452","monthly","2014-12","dba",-0.772131427053156,4,927,1.19173428897291,-0.806953161428448
"b2453","monthly","2014-12","dba",-0.763538501540178,5,927,1.37281643639442,-0.803494664401694
"b2454","monthly","2014-12","dba",-0.755906137889456,6,927,1.52304395530254,-0.80158248842655
"b2455","monthly","2014-12","dba",-0.749348558997571,7,927,1.64888425044747,-0.799926380608061
"b2456","monthly","2014-12","dba",-0.74367454413635,8,927,1.75806512723835,-0.798700605545821
"b2457","monthly","2014-12","dba",-0.738542523500808,9,927,1.8534515329873,-0.79752371455077
"b2458","monthly","2014-12","dba",-0.733973665276475,10,927,1.9356773226729,-0.795793061259031
"b2459","monthly","2014-12","dba",-0.729927558515973,11,927,2.00826645168554,-0.79396431856863
"b2460","monthly","2014-12","dba",-0.726221979179815,12,927,2.07204789261674,-0.791862217514178
"b2461","monthly","2014-12","dba",-0.722757030612361,13,927,2.12919998435797,-0.789651133014199
"b2462","monthly","2014-12","dba",-0.719528985841175,14,927,2.18069148416288,-0.78736532566118
"b2463","monthly","2014-12","dba",-0.716478314204641,15,927,2.22796359173106,-0.785172272257122
"b2464","monthly","2014-12","dba",-0.713491521076392,16,927,2.27238332284723,-0.783194615030122
"b2465","monthly","2014-12","dba",-0.710660695408347,17,927,2.31098632097862,-0.780709127434964
"b2466","monthly","2014-12","dba",-0.707887787855158,18,927,2.34827052231853,-0.778599988165669
"b2467","monthly","2014-12","dba",-0.705235676592526,19,927,2.38417654453345,-0.776794216411826
"b2468","monthly","2014-12","dba",-0.7027329751785,20,927,2.41830042758592,-0.775109535437873
"b2469","monthly","2014-12","dba",-0.700223990422162,21,927,2.45143391294767,-0.773670136753113
"b2470","monthly","2014-12","dba",-0.697829049595852,22,927,2.48114715043038,-0.771938175181845
"b2471","monthly","2014-12","dba",-0.695500868553852,23,927,2.50981304048543,-0.770375639159684
"b2472","monthly","2014-12","dba",-0.693333449849223,24,927,2.53612865717123,-0.76866570906105
"b2473","monthly","2014-12","dba",-0.691211145111997,25,927,2.56081467510213,-0.766917037750966
"b2474","monthly","2014-12","dba",-0.689090656423502,26,927,2.58461130298902,-0.76526725640318
"b2475","monthly","2014-12","dba",-0.687014154046672,27,927,2.60529431255823,-0.763215691344029
"b2476","monthly","2014-12","dba",-0.684976538804121,28,927,2.62563858095328,-0.761348220664035
"b2477","monthly","2014-12","dba",-0.683017297525565,29,927,2.64343579870882,-0.759188584977272
"b2478","monthly","2014-12","dba",-0.68109893022734,30,927,2.66104465377455,-0.757216267366164
"b2479","monthly","2014-12","dba",-0.679154755003602,31,927,2.67921211665668,-0.755545910932937
"b2480","monthly","2014-12","dba",-0.677259028562545,32,927,2.69644462532004,-0.753876570989437
"b2481","monthly","2014-12","dba",-0.675387448502857,33,927,2.71228195096964,-0.752091511338414
"b2482","monthly","2014-12","dba",-0.67364894699734,34,927,2.72625788002159,-0.750101726540281
"b2483","monthly","2014-12","dba",-0.671950751591173,35,927,2.74096937729348,-0.748430081680668
"b2484","monthly","2014-12","dba",-0.670199802774263,36,927,2.75380243371233,-0.746494575388729
"b2485","monthly","2014-12","dba",-0.668497089923576,37,927,2.76599510904662,-0.744572793313702
"b2486","monthly","2014-12","dba",-0.666782894183156,38,927,2.77696650080552,-0.74252073001748
"b2487","monthly","2014-12","dba",-0.665084461434893,39,927,2.78751793907909,-0.740506078182845
"b2488","monthly","2014-12","dba",-0.663346824230962,40,927,2.79643216815268,-0.7382623539953
"b2489","monthly","2014-12","dba",-0.661533213774502,41,927,2.80571475913163,-0.736190905643743
"b2490","monthly","2014-12","dba",-0.659786594571699,42,927,2.81469715657806,-0.73418113152527
"b2491","monthly","2014-12","dba",-0.658148462930744,43,927,2.8240152780225,-0.732366217865793
"b2492","monthly","2014-12","dba",-0.656446755159712,44,927,2.83303605492852,-0.73057213050109
"b2493","monthly","2014-12","dba",-0.654736014796789,45,927,2.84081448893249,-0.728606959295074
"b2494","monthly","2014-12","dba",-0.653098907768595,46,927,2.84765288015058,-0.726548343919822
"b2495","monthly","2014-12","dba",-0.651446325373804,47,927,2.85516176896434,-0.724709750212631
"b2496","monthly","2014-12","dba",-0.649739023191407,48,927,2.86282453611885,-0.722973601535531
"b2497","monthly","2014-12","dba",-0.648061397778131,49,927,2.86964029537423,-0.721142565801786
"b2498","monthly","2014-12","dba",-0.646376994741612,50,927,2.87557777679641,-0.719203443423603
"b2499","monthly","2014-1-","dba",-0.77504676167699,2,803,0.671461958240095,-0.819366710123608
"b2500","monthly","2014-1-","dba",-0.760865101143163,3,803,1.02059407203844,-0.816130342480656
"b2501","monthly","2014-1-","dba",-0.750126477737435,4,803,1.25647709148402,-0.811933476539172
"b2502","monthly","2014-1-","dba",-0.740487303825927,5,803,1.44675287857959,-0.810843278238683
"b2503","monthly","2014-1-","dba",-0.733549092323021,6,803,1.5886883481519,-0.807120503456052
"b2504","monthly","2014-1-","dba",-0.7269096020011,7,803,1.70795597632613,-0.803976817185913
"b2505","monthly","2014-1-","dba",-0.720970022937682,8,803,1.81146587980374,-0.801483421545319
"b2506","monthly","2014-1-","dba",-0.715653338270556,9,803,1.90016038329204,-0.798830996551761
"b2507","monthly","2014-1-","dba",-0.710887040681943,10,803,1.97430724272335,-0.795492838812473
"b2508","monthly","2014-1-","dba",-0.70635033147482,11,803,2.04381619636655,-0.793144428244161
"b2509","monthly","2014-1-","dba",-0.702093027454105,12,803,2.10789497168074,-0.791181040990731
"b2510","monthly","2014-1-","dba",-0.698172537825358,13,803,2.16761936393843,-0.78964590252279
"b2511","monthly","2014-1-","dba",-0.694698344380776,14,803,2.21764787103427,-0.78713955837885
"b2512","monthly","2014-1-","dba",-0.691305735569328,15,803,2.26514266464061,-0.78504836024538
"b2513","monthly","2014-1-","dba",-0.688135980030364,16,803,2.30899725075131,-0.783035527723036
"b2514","monthly","2014-1-","dba",-0.68519757411142,17,803,2.34815900165243,-0.78077899646698
"b2515","monthly","2014-1-","dba",-0.682318897534699,18,803,2.3851847753305,-0.778679852421241
"b2516","monthly","2014-1-","dba",-0.679640581509436,19,803,2.41871275039019,-0.776426302115392
"b2517","monthly","2014-1-","dba",-0.677064382231896,20,803,2.4489270798913,-0.774001847142381
"b2518","monthly","2014-1-","dba",-0.674605646964267,21,803,2.47718846971405,-0.771649060106773
"b2519","monthly","2014-1-","dba",-0.672193147313312,22,803,2.50425935699746,-0.769468903877932
"b2520","monthly","2014-1-","dba",-0.669738741479237,23,803,2.52940270457893,-0.76723173519019
"b2521","monthly","2014-1-","dba",-0.667505142617317,24,803,2.55454369876027,-0.765389846955505
"b2522","monthly","2014-1-","dba",-0.665275203839081,25,803,2.57869459095692,-0.76363625719532
"b2523","monthly","2014-1-","dba",-0.663182654847333,26,803,2.60139602818976,-0.761882517459755
"b2524","monthly","2014-1-","dba",-0.661145725983741,27,803,2.62065465896167,-0.759662474607391
"b2525","monthly","2014-1-","dba",-0.659100470025362,28,803,2.63890096282167,-0.757477098617175
"b2526","monthly","2014-1-","dba",-0.657029748173208,29,803,2.65825251473716,-0.755743645739393
"b2527","monthly","2014-1-","dba",-0.655077536663825,30,803,2.67440772082302,-0.753561002779111
"b2528","monthly","2014-1-","dba",-0.653158461453013,31,803,2.68895193508828,-0.751242566941457
"b2529","monthly","2014-1-","dba",-0.651326638773593,32,803,2.70362040524833,-0.74915204443368
"b2530","monthly","2014-1-","dba",-0.649548048398903,33,803,2.71713096707968,-0.747001944402663
"b2531","monthly","2014-1-","dba",-0.64776421453521,34,803,2.72972101120687,-0.744818683051969
"b2532","monthly","2014-1-","dba",-0.646012913334783,35,803,2.74109126697069,-0.742527819767697
"b2533","monthly","2014-1-","dba",-0.644285586081834,36,803,2.75014177810724,-0.73989255523106
"b2534","monthly","2014-1-","dba",-0.642576822595793,37,803,2.75981617690162,-0.737533796636121
"b2535","monthly","2014-1-","dba",-0.64086537076184,38,803,2.76899836597013,-0.735196580855521
"b2536","monthly","2014-1-","dba",-0.639075748241701,39,803,2.7772013906753,-0.732759394321256
"b2537","monthly","2014-1-","dba",-0.637305250002584,40,803,2.78528451949454,-0.730420999739872
"b2538","monthly","2014-1-","dba",-0.63551977668162,41,803,2.79300999047047,-0.728116421086128
"b2539","monthly","2014-1-","dba",-0.633764490296743,42,803,2.80206605243195,-0.726202785994067
"b2540","monthly","2014-1-","dba",-0.632100809936267,43,803,2.8109544426688,-0.724379647421772
"b2541","monthly","2014-1-","dba",-0.630484318494085,44,803,2.8195177336593,-0.722592017159687
"b2542","monthly","2014-1-","dba",-0.628839249895348,45,803,2.82809793537915,-0.720899715618699
"b2543","monthly","2014-1-","dba",-0.627195143850599,46,803,2.83558778589101,-0.719066984506865
"b2544","monthly","2014-1-","dba",-0.625510063310866,47,803,2.84331160763835,-0.717352626578346
"b2545","monthly","2014-1-","dba",-0.623967641853807,48,803,2.85099418386988,-0.715733111728827
"b2546","monthly","2014-1-","dba",-0.622532714482486,49,803,2.85716632545624,-0.713895230856863
"b2547","monthly","2014-1-","dba",-0.621054020970682,50,803,2.86406689614487,-0.712267877696304
"b2548","monthly","2014-2-","dba",-0.812182014243519,2,730,0.632348063827956,-0.832424582917597
"b2549","monthly","2014-2-","dba",-0.794140619748316,3,730,0.988072976708287,-0.828593506346437
"b2550","monthly","2014-2-","dba",-0.780641347652693,4,730,1.24534030843968,-0.827871260771757
"b2551","monthly","2014-2-","dba",-0.770184942197781,5,730,1.44053203169306,-0.826672592446442
"b2552","monthly","2014-2-","dba",-0.762339962418236,6,730,1.5936286695748,-0.824576255392481
"b2553","monthly","2014-2-","dba",-0.755756253613011,7,730,1.71733718309194,-0.821644713962018
"b2554","monthly","2014-2-","dba",-0.749982598547984,8,730,1.82363703568767,-0.819093168387552
"b2555","monthly","2014-2-","dba",-0.74510711530621,9,730,1.9136573006207,-0.816188829188834
"b2556","monthly","2014-2-","dba",-0.740844899531928,10,730,1.99071206554623,-0.812959098119099
"b2557","monthly","2014-2-","dba",-0.737219517370809,11,730,2.06087398377643,-0.810353046133423
"b2558","monthly","2014-2-","dba",-0.73385144281691,12,730,2.12276666470066,-0.807602518248401
"b2559","monthly","2014-2-","dba",-0.730673791736728,13,730,2.17707508595376,-0.80455939745999
"b2560","monthly","2014-2-","dba",-0.727502660205284,14,730,2.22669220069222,-0.801614419377027
"b2561","monthly","2014-2-","dba",-0.724398700273867,15,730,2.2726469715371,-0.798852778521759
"b2562","monthly","2014-2-","dba",-0.721423417138701,16,730,2.31503059310029,-0.796192423309119
"b2563","monthly","2014-2-","dba",-0.718620062617939,17,730,2.35244082727995,-0.793224503357443
"b2564","monthly","2014-2-","dba",-0.715859428908343,18,730,2.38854055558462,-0.790647899742519
"b2565","monthly","2014-2-","dba",-0.713057800081888,19,730,2.42315043561111,-0.788322800911978
"b2566","monthly","2014-2-","dba",-0.710295102980557,20,730,2.45443029380184,-0.785796672329643
"b2567","monthly","2014-2-","dba",-0.707616163562373,21,730,2.4842657304174,-0.783437439373425
"b2568","monthly","2014-2-","dba",-0.705050063273361,22,730,2.51250783185283,-0.7812005515294
"b2569","monthly","2014-2-","dba",-0.702582710072779,23,730,2.53851346934299,-0.778901862162106
"b2570","monthly","2014-2-","dba",-0.700136466100362,24,730,2.56312037438332,-0.77665701329707
"b2571","monthly","2014-2-","dba",-0.697851238556604,25,730,2.58730445566635,-0.774702844935854
"b2572","monthly","2014-2-","dba",-0.695573349601286,26,730,2.61149913290256,-0.773052249157933
"b2573","monthly","2014-2-","dba",-0.693333442637366,27,730,2.63416822539894,-0.771341633358706
"b2574","monthly","2014-2-","dba",-0.69117713769926,28,730,2.65513253487001,-0.76953510188346
"b2575","monthly","2014-2-","dba",-0.689099443320329,29,730,2.67427956992938,-0.767589078046545
"b2576","monthly","2014-2-","dba",-0.6870584673963,30,730,2.69325405156693,-0.765826251306485
"b2577","monthly","2014-2-","dba",-0.685039573367453,31,730,2.71062826215887,-0.763919322572502
"b2578","monthly","2014-2-","dba",-0.683026702799463,32,730,2.72849433397635,-0.76232119472856
"b2579","monthly","2014-2-","dba",-0.681048273754546,33,730,2.74533412517813,-0.760696634379108
"b2580","monthly","2014-2-","dba",-0.679047927182865,34,730,2.76146405727746,-0.759074846202018
"b2581","monthly","2014-2-","dba",-0.677030432304633,35,730,2.77715740946888,-0.757506598388756
"b2582","monthly","2014-2-","dba",-0.675092600405455,36,730,2.79193698474408,-0.755905962640394
"b2583","monthly","2014-2-","dba",-0.673194286461787,37,730,2.80601670444962,-0.754304095651726
"b2584","monthly","2014-2-","dba",-0.671319268031682,38,730,2.81833825960615,-0.752464828835087
"b2585","monthly","2014-2-","dba",-0.669566376805542,39,730,2.82919528266377,-0.750474669132915
"b2586","monthly","2014-2-","dba",-0.66782101203032,40,730,2.83999579929274,-0.748595326405878
"b2587","monthly","2014-2-","dba",-0.665975440188662,41,730,2.85108186894489,-0.746864063019569
"b2588","monthly","2014-2-","dba",-0.664202184633131,42,730,2.86169880899381,-0.745152348607729
"b2589","monthly","2014-2-","dba",-0.662319168743928,43,730,2.872153452748,-0.743483147450517
"b2590","monthly","2014-2-","dba",-0.660439031294922,44,730,2.8812323097264,-0.741626443092211
"b2591","monthly","2014-2-","dba",-0.658577096459842,45,730,2.89091255337836,-0.739987912734297
"b2592","monthly","2014-2-","dba",-0.65667208539586,46,730,2.89941525012719,-0.738180739498585
"b2593","monthly","2014-2-","dba",-0.654747576585481,47,730,2.90784146479298,-0.736439393078375
"b2594","monthly","2014-2-","dba",-0.652881976128551,48,730,2.91422858185301,-0.7343670350355
"b2595","monthly","2014-2-","dba",-0.650971888515777,49,730,2.91922401748917,-0.732080132777267
"b2596","monthly","2014-2-","dba",-0.649036109214507,50,730,2.92407082256647,-0.729832769400439
"b2597","monthly","2014-3-","dba",-0.821327310187329,2,799,0.521560039385709,-0.804098085769365
"b2598","monthly","2014-3-","dba",-0.80090216755596,3,799,0.89225724582395,-0.803528541476984
"b2599","monthly","2014-3-","dba",-0.786166348584898,4,799,1.15099640951017,-0.803097131479929
"b2600","monthly","2014-3-","dba",-0.775206231771856,5,799,1.34225537166558,-0.80115392687418
"b2601","monthly","2014-3-","dba",-0.765866077697916,6,799,1.49534999342762,-0.799025277766035
"b2602","monthly","2014-3-","dba",-0.758131999189725,7,799,1.62310892301616,-0.797230737501893
"b2603","monthly","2014-3-","dba",-0.75159405802154,8,799,1.73199953124796,-0.795583051239329
"b2604","monthly","2014-3-","dba",-0.745616367014635,9,799,1.83057389634621,-0.794869481092109
"b2605","monthly","2014-3-","dba",-0.740437742859343,10,799,1.91834477304839,-0.794263703568758
"b2606","monthly","2014-3-","dba",-0.736096350047923,11,799,1.99359956564496,-0.792933782184234
"b2607","monthly","2014-3-","dba",-0.731935330423118,12,799,2.05935323197238,-0.791042080842851
"b2608","monthly","2014-3-","dba",-0.728157314558933,13,799,2.11788496122091,-0.788956530083791
"b2609","monthly","2014-3-","dba",-0.724562332874786,14,799,2.17127918806802,-0.786899682854586
"b2610","monthly","2014-3-","dba",-0.72125052710799,15,799,2.2192574510233,-0.784736649415851
"b2611","monthly","2014-3-","dba",-0.718042707014165,16,799,2.26299178337647,-0.782491321956981
"b2612","monthly","2014-3-","dba",-0.714981323901546,17,799,2.30298090311059,-0.780190623691303
"b2613","monthly","2014-3-","dba",-0.711983654601002,18,799,2.34260286068462,-0.77846632668959
"b2614","monthly","2014-3-","dba",-0.70917495994974,19,799,2.37836908111391,-0.776511170838318
"b2615","monthly","2014-3-","dba",-0.706548140074301,20,799,2.41186641695783,-0.774633861578838
"b2616","monthly","2014-3-","dba",-0.703944628826971,21,799,2.44374034064134,-0.77287244174259
"b2617","monthly","2014-3-","dba",-0.701298551613379,22,799,2.47331944247212,-0.771014765036237
"b2618","monthly","2014-3-","dba",-0.698657379286406,23,799,2.50345933713596,-0.76964965522823
"b2619","monthly","2014-3-","dba",-0.696255606926132,24,799,2.52807842547448,-0.767497283816009
"b2620","monthly","2014-3-","dba",-0.693905364826527,25,799,2.55173669792438,-0.765461259318234
"b2621","monthly","2014-3-","dba",-0.691547421252844,26,799,2.57375417737456,-0.763359542963365
"b2622","monthly","2014-3-","dba",-0.689194309152076,27,799,2.59486661048102,-0.761345474290721
"b2623","monthly","2014-3-","dba",-0.686966206053003,28,799,2.61579005353026,-0.75956719048345
"b2624","monthly","2014-3-","dba",-0.684781168730719,29,799,2.63462552047511,-0.757579158462937
"b2625","monthly","2014-3-","dba",-0.682582148844896,30,799,2.65167138542666,-0.7554254952893
"b2626","monthly","2014-3-","dba",-0.68039522655295,31,799,2.66889030468486,-0.753504608071143
"b2627","monthly","2014-3-","dba",-0.678210763984311,32,799,2.68477602857958,-0.751495172076823
"b2628","monthly","2014-3-","dba",-0.676139727698166,33,799,2.70040226653356,-0.749626986524097
"b2629","monthly","2014-3-","dba",-0.674083006710816,34,799,2.71501685558139,-0.747711898090721
"b2630","monthly","2014-3-","dba",-0.672122897492659,35,799,2.72943455432746,-0.745935856638571
"b2631","monthly","2014-3-","dba",-0.670166894182269,36,799,2.7423841370748,-0.743994686189087
"b2632","monthly","2014-3-","dba",-0.668231201803514,37,799,2.75370837725787,-0.741856588411635
"b2633","monthly","2014-3-","dba",-0.666274601510158,38,799,2.76470208770959,-0.73978225671453
"b2634","monthly","2014-3-","dba",-0.664318778871625,39,799,2.77599834542365,-0.737891658072834
"b2635","monthly","2014-3-","dba",-0.662449664298638,40,799,2.78823478703099,-0.736332242109788
"b2636","monthly","2014-3-","dba",-0.660615390219771,41,799,2.79926703089762,-0.734645730934737
"b2637","monthly","2014-3-","dba",-0.65875823412164,42,799,2.80933877835243,-0.732858698749035
"b2638","monthly","2014-3-","dba",-0.656892146226438,43,799,2.81916337660588,-0.731110435238268
"b2639","monthly","2014-3-","dba",-0.655017282212767,44,799,2.8286450269486,-0.729385319880262
"b2640","monthly","2014-3-","dba",-0.65315960176639,45,799,2.83728817724921,-0.72758795128627
"b2641","monthly","2014-3-","dba",-0.651304050703533,46,799,2.84697088926899,-0.726088862940375
"b2642","monthly","2014-3-","dba",-0.649449685273794,47,799,2.85461285480551,-0.724252711887841
"b2643","monthly","2014-3-","dba",-0.647631155007754,48,799,2.86191572226441,-0.722427339047809
"b2644","monthly","2014-3-","dba",-0.645806601970424,49,799,2.8682276713482,-0.720475175154661
"b2645","monthly","2014-3-","dba",-0.644012813234912,50,799,2.87545099889688,-0.718790578915835
"b2646","monthly","2014-4-","dba",-0.776939635372923,2,743,0.770508832574024,-0.84253424482968
"b2647","monthly","2014-4-","dba",-0.759472082987832,3,743,1.10589924339181,-0.836278214871208
"b2648","monthly","2014-4-","dba",-0.748745215876858,4,743,1.33281665433765,-0.830211858207409
"b2649","monthly","2014-4-","dba",-0.739806765499156,5,743,1.5110612294922,-0.826648072999623
"b2650","monthly","2014-4-","dba",-0.731844163337495,6,743,1.66106858361276,-0.824906312595993
"b2651","monthly","2014-4-","dba",-0.725076791010552,7,743,1.78634136768661,-0.823307722310194
"b2652","monthly","2014-4-","dba",-0.719032191351522,8,743,1.89376980316989,-0.821715063794152
"b2653","monthly","2014-4-","dba",-0.71397361967687,9,743,1.98747692092492,-0.82028354547273
"b2654","monthly","2014-4-","dba",-0.709604527047578,10,743,2.06955838203632,-0.818812867704243
"b2655","monthly","2014-4-","dba",-0.705925477521471,11,743,2.14249523046739,-0.817365528412266
"b2656","monthly","2014-4-","dba",-0.70272253041588,12,743,2.20736004199259,-0.815720514195812
"b2657","monthly","2014-4-","dba",-0.699658250051637,13,743,2.26684148700174,-0.81414502234517
"b2658","monthly","2014-4-","dba",-0.697046674559759,14,743,2.31477251076538,-0.811241611563809
"b2659","monthly","2014-4-","dba",-0.694469741738045,15,743,2.35581440928821,-0.807782381443909
"b2660","monthly","2014-4-","dba",-0.691899919200711,16,743,2.39317193893134,-0.804323583493042
"b2661","monthly","2014-4-","dba",-0.689523172904979,17,743,2.42731252284557,-0.800946055819372
"b2662","monthly","2014-4-","dba",-0.687209617942475,18,743,2.4606738255236,-0.798089792756842
"b2663","monthly","2014-4-","dba",-0.685033368811989,19,743,2.49166843079192,-0.795302275030197
"b2664","monthly","2014-4-","dba",-0.68287586640731,20,743,2.52067505109089,-0.792597946683526
"b2665","monthly","2014-4-","dba",-0.680665820936161,21,743,2.5473731755798,-0.789827590310246
"b2666","monthly","2014-4-","dba",-0.678470739428163,22,743,2.57414240003847,-0.787489307963708
"b2667","monthly","2014-4-","dba",-0.676567376425484,23,743,2.59808741454416,-0.784986875120199
"b2668","monthly","2014-4-","dba",-0.674735541158238,24,743,2.62039176021687,-0.782486576943143
"b2669","monthly","2014-4-","dba",-0.67288189508128,25,743,2.64114947205626,-0.779957183299542
"b2670","monthly","2014-4-","dba",-0.67105518208518,26,743,2.66036601517727,-0.777390943462686
"b2671","monthly","2014-4-","dba",-0.66931070213756,27,743,2.67745898987854,-0.77464546860217
"b2672","monthly","2014-4-","dba",-0.667590759567606,28,743,2.69352924486922,-0.771950575498979
"b2673","monthly","2014-4-","dba",-0.665828265804905,29,743,2.70924458034039,-0.769409463074552
"b2674","monthly","2014-4-","dba",-0.664025981419918,30,743,2.72509138390177,-0.767107256826033
"b2675","monthly","2014-4-","dba",-0.662181245206864,31,743,2.73985918177554,-0.764765920992569
"b2676","monthly","2014-4-","dba",-0.660351072891981,32,743,2.75490685522545,-0.762684151286848
"b2677","monthly","2014-4-","dba",-0.658651041760182,33,743,2.76880454367408,-0.760555981759617
"b2678","monthly","2014-4-","dba",-0.657019962783976,34,743,2.78310511787964,-0.758691631601367
"b2679","monthly","2014-4-","dba",-0.655423483503422,35,743,2.79641843604721,-0.756773330609719
"b2680","monthly","2014-4-","dba",-0.653871324617725,36,743,2.80895571665617,-0.754855935998588
"b2681","monthly","2014-4-","dba",-0.652305093032007,37,743,2.82089424397642,-0.752943513093188
"b2682","monthly","2014-4-","dba",-0.650766759206357,38,743,2.83229988771877,-0.751052974061419
"b2683","monthly","2014-4-","dba",-0.649296475037306,39,743,2.8413881986403,-0.748813684982199
"b2684","monthly","2014-4-","dba",-0.647898754759885,40,743,2.85125906521059,-0.746869585100498
"b2685","monthly","2014-4-","dba",-0.646511435828775,41,743,2.86050026541574,-0.744901569876527
"b2686","monthly","2014-4-","dba",-0.64502347444705,42,743,2.87013286669045,-0.743094544609659
"b2687","monthly","2014-4-","dba",-0.643462302182898,43,743,2.87928170659348,-0.741272913319469
"b2688","monthly","2014-4-","dba",-0.641945554118253,44,743,2.88749024561328,-0.739358310394292
"b2689","monthly","2014-4-","dba",-0.640436547736509,45,743,2.89604563437617,-0.737609121666832
"b2690","monthly","2014-4-","dba",-0.638942835362793,46,743,2.90367435466453,-0.73575263778747
"b2691","monthly","2014-4-","dba",-0.637397824972346,47,743,2.91005285789068,-0.733714251370381
"b2692","monthly","2014-4-","dba",-0.635975440594203,48,743,2.91524203366018,-0.731531976569413
"b2693","monthly","2014-4-","dba",-0.634490210791242,49,743,2.92052034366814,-0.729433000596355
"b2694","monthly","2014-4-","dba",-0.633002240961742,50,743,2.9253568204576,-0.727310523774768
"b2695","monthly","2014-5-","dba",-0.764218083215984,2,750,0.773501878880915,-0.836210287305726
"b2696","monthly","2014-5-","dba",-0.746422768292549,3,750,1.13977114675095,-0.838858409402805
"b2697","monthly","2014-5-","dba",-0.735290203818508,4,750,1.38139112963623,-0.837117071785472
"b2698","monthly","2014-5-","dba",-0.72589075341285,5,750,1.5727708439095,-0.836878234630203
"b2699","monthly","2014-5-","dba",-0.718938407228361,6,750,1.72270498076631,-0.835380706621991
"b2700","monthly","2014-5-","dba",-0.713338023178728,7,750,1.84776303022379,-0.833946933395118
"b2701","monthly","2014-5-","dba",-0.709196225928799,8,750,1.9515858552334,-0.83197957340145
"b2702","monthly","2014-5-","dba",-0.705869642324754,9,750,2.03404684150512,-0.828366408942029
"b2703","monthly","2014-5-","dba",-0.703121489578144,10,750,2.1047859101623,-0.824657231204325
"b2704","monthly","2014-5-","dba",-0.700312885400686,11,750,2.16808155419224,-0.821220494710417
"b2705","monthly","2014-5-","dba",-0.697506214465478,12,750,2.22439268049557,-0.817756650728063
"b2706","monthly","2014-5-","dba",-0.694950474291064,13,750,2.27482027804575,-0.814384440703565
"b2707","monthly","2014-5-","dba",-0.692393924610855,14,750,2.32239994747317,-0.811492531839764
"b2708","monthly","2014-5-","dba",-0.689802557037917,15,750,2.36782313040694,-0.809036016037051
"b2709","monthly","2014-5-","dba",-0.687283011193423,16,750,2.4087675896666,-0.80643070097459
"b2710","monthly","2014-5-","dba",-0.684929346705555,17,750,2.4462350915419,-0.803834065730869
"b2711","monthly","2014-5-","dba",-0.682670321130941,18,750,2.48046099726054,-0.801190913331812
