create_ts	id	tags	title	body	answers
2014-08-01T04:25:54.347	3823	component^&^.htaccess-configuration	shows blank page when creating new article or new category	i have a problem in joomla backend  when i try to create click or create anything like new  article or category  it shows blank page and nothing appears  no errors shows  since i am a  beginner of joomla so i cannot find out problem in easy way  hope this community help me out  	i would say it is probably a system plugin  so you have nonumber installed  reinstall it if you do  what version of joomla is it  try to update it if it is not at least close to the latest version  many extensions assume you have the latest version of whatever branch you are using  as in 2 5 or 3 x   if you update within your branch it usually does not cause much of an issue  a backup is always good though  just in case   try to disable system plugins  given that its articles with the issue  content plugins could be a factor too  that you can  what kind of components to you have  those are where some system plugins may be added and will probably be named in a way that will make them stand out as part of the component  you can disable plugins in extensions    plugin manager   there is a dropdown that will let you select the type of plugin and system is in that list   once you disable some plugins try to create another article  if it works you can narrow down the exact plugin s   this should tell you the component they may be associated with  updating said component may fix it as well   
2014-08-01T13:49:28.600	3827	articles^&^update	is it possible to update an article remotely 	i m maintaining a few software support sites in joomla where parts of the content is web formatted copies of user manuals and technical documentation   since the source for this information is stored under version control  svn  git       it is quite tedious to manually update the same information by logging in to the joomla admin and manually finding the things that need to be changed  not to mention to even remember to do that   i can automate the generation of html source suitable as an article in joomla  but how can i remotely  from a script  update particular articles in an existing joomla site   remote update of the db tables  doesn t feel stable and safe enough   any other options  	
2014-08-01T20:49:10.820	3836	installation	installation stuck on first page while installing joomla 3 x with free template built in	i ve found a free template compatible with both joomla 2 5 and joomla 3 x at this link    in the page there is a quickstart archive that contains the joomla setup and the template files built in to easily get a website similar to the demo showed  i copied all the files in that archive in my web space for a new installation  hosting linux  mysql database  php version 5 3 28   the installation stucks on the first page  when i click  next  after having filled the form  site name  admin credentials  etc  the setup doesn t go to the following page  the database one  and is locked in a infinite loading  is this a known incompatibility with my php version and that joomla package  i don t get this problem with a clean installation of the latest joomla release followed by the installation of the standalone template  but i d like to use the quickstart since my web page will be exactly the same as the demo   what s the easiest wat to get a web page similar to the demo  is it possible to move some folders from the quickstart archive to the latest joomla setup to achieve the same result   it s the second time i use this cms so i m absolutely not expert  this is the reason why i tried to find a ready to go template   thanks for your help  	
2014-08-01T22:19:08.833	3839	front-end	on the frontend i got nothing but a     sign	i just designed my website offline and when i tried to make it online i got nothing but a     sign on the page  i got backend of the site correctly  but i do not know what happened to the frontend  when i changed the template to default template the problem solved  and when i change error reporting to development mode i got a lot of this error      strict standards  only variables should be assigned by reference in    home alitk public html modules mod news pro gk4 helper php on line   553   and     strict standards  non static method   nsp gk4 thumbs  checkspecialimages   should not be called statically    assuming  this from incompatible context in    home alitk public html modules mod news pro gk4 gk classes gk thumbs php   on line 127  	you have a different setup between your development and your production site  as you are migrating from one location to a very different one  you can find fatal errors  you have to check all system requirements in the new server   for example  ioncube extension  used in some closed commercial extensions  is a common nasty surprise   to solve the issue  i would begin disabling non core system plug ins  one by one  until the page is loaded successfully  if not  try to uninstall every extension to narrow the search  even if you have to go back to one of the default templates  once you find the problem  you create a modified backup from the development site   
2014-08-01T23:37:49.490	3840	module^&^editor	how to add a wysiwyg editor to my module	i m developing a small joomla plugin  but i can t figure out how to add a field that uses the normal joomla article editor  and not only a text field  i have a field like this    field name  menu one  filter  raw  type  textarea  default    label  field labbel  cols  100  rows  20       i would like to display a wysiwyg editor like the mod custom module does  how can i achieve that  	the mod custom module seems to be using the code  customcontent    to add the editor  it s located right before the  files  declaration in the xml file  not sure if it can be used elsewhere   i actually found another option  the editor field type     field     name  test1      label   test field      type  editor      width  300      filter  safehtml      editor  tinymce      using this field in my xml manifest  i m able to add as many editors as needed   
2014-08-02T00:16:18.360	3843	cms	why are the default  index html  files not valid html5 	i find it curious that the index html files included in every folder of joomla has the following content     doctype html  title   title    technically  that is not valid html5  according to the wc3 validator the title tag cannot be empty   it should be    doctype html  title    title    is there a spesific reason for this  or is it simply a miss from the joomla developers  	in joomla these files are placed in folders to keep someone from seeing the contents of it s parent folder in a list that is automatically created by apache when no index file is present  it is a security function  not a page that is generally used to show information to the user  so it is likely the developers did not spend any time at all on these files or care whether they validate  you could easily leave the entire file blank and the goal would still be accomplished   
2014-08-02T16:53:26.513	3847	joomla-3.x^&^component^&^development	modify layout of component options	i d like to style the component options page of my custom developed component  i can see in the articles com config options there are coloured buttons for radio buttons and a nicer page layout  e g  equal width columns for labels and form fields   how can i customise this for my own component options screen within com config   	add your fields like this in the xml manifest file    field   name  language    type  radio    class  btn group    default  en    label  language    description  what language do you want     option     value  en  english  option   option     value  es  spanish  option   option     value  no  norwegian  option    field    for simple yes no buttons  try   field     name  intro      type  radio      class  btn group btn group yesno      default  1      label  introduction      description  show introduction         option         value  1  jyes  option       option         value  0  jno  option    field    
2014-08-03T02:22:02.060	3852	joomla-2.5^&^cache^&^server	what server side caching can be used with joomla 2 5 x 	i m currently looking at different server caching options for joomla  i m not ready to upgrade to joomla 3 x yet  so i m just looking at options for 2 5 x  redis was looking good  but based on the discussion at https   github com joomla joomla cms pull 3615 it seems redis won t be available until joomla 3 4   so  i was wondering  what options are there for server side caching in joomla 2 5 x    edit1  by cache systems  i mean redis  xcache  apc  memcache d  etc  edit2  i will have root access administrative privileges on the server  	
2014-08-03T14:21:27.460	3854	component^&^development^&^model	from the model  how i can access the data retrieved in the view 	i m trying to add some external information to a component  and it retrieves the data in view html php    once it is retrieved  how can i use it the model   i ve tried as many of the usual variables that i can think of  but no success   i can see that it s buried down inside  this  which is an extension of jmodeladmin    but can find a way to get to it   example view html php  public function display  tpl   null         this  state       this  get  state         this  item        this  get  item         this  form        this  get  form         this  myinfo      this  get myinfo       use  this  item to get my info   models example php   public function getitem  pk   null        if    item   parent  getitem  pk                 throw new exception  failed to load item              return  item     public function getmyinfo  pk   null           need some of the data from   this  item  already retrieved in function  display         do some sql here      return  mydata     	try the parent from your get function  public function getmyinfo  pk   null        myitem   parent  getitem  pk      echo  myitem  myfieldname                   
2014-08-03T15:51:38.760	3855	joomla-3.x^&^component^&^development	get head of current template from component	is it possible to retrieve the  head  of a document from a component then use it within a raw view   i m know if you use format raw you can have the document only output what the component returns  i e  without any other modules  template stuff  etc    i m trying to create a view for my component that includes a bit of the template  specifically the  head    and then only what my component generates  i plan on passing this to a a cli utility wkhtmltopdf to generate a pdf of the output    i need the head as my component relies on template css for styling  but i don t want anything else   basically    html   head     css  js  title  etc from template      head   body     only output from my component  like  format raw       body    html   	this is a way to perform it as you expect   the view raw php would be something like this     php defined    jexec    or die   class yourcomponentviewyourview extends jviewlegacy    or jview depends on j  version       public function display  tpl    raw                 parent  display  tpl             the default raw php file inside tmpl folder would be something like this     php defined    jexec    or die   url   juri  base      ch   curl init  url   curl setopt  ch curlopt returntransfer  true   curl setopt  ch curlopt followlocation  true    contents   curl exec  ch   curl close  ch     dom   new domdocument    libxml use internal errors true    dom  loadhtml  contents   libxml use internal errors false     xpath   new domxpath  dom    head    xpath  query   html head    item 0    head    dom  savehtml  head   echo   html      head     body blah blah  body   html     
2014-08-03T16:39:24.777	3857	joomla-3.x^&^development^&^one-click-updates	delete folder on extension update	i ve created a script php which contains the following function   protected function update400         jimport  joomla filesystem folder        jimport  joomla filesystem file         jfolder  delete jpath root     media mod mymodule js        this function is then called inside joomla s predefined preflight     the function is getting  called  however upon installation  i get the following error   jinstaller   install  file does not exist c  wamp www tmp install 53de639f7a0b6 400 media js   at first i thought this was because i was calling update400   from the preflight   function  so i tried calling it from the postflight   function instead  however this did not make any difference   what i m trying to figure out  is why it s looking in the tmp folder when i have specifically defined the path   does anyone know why this is happening    	i use jpath site within the update method which works fine for me   i wouldn t use the preflight at all  it would delete the files even if the update fails  which is likely not what you want  postflight is the most appropriate but you need to check if it s an install  update or discover there   
2014-08-03T23:07:57.923	3861	development^&^extensions^&^xml	best way to include css js files in my custom extension	if i need to include css or js files in my custom extensions  what would be the best and safest way to achieve this    should i put them i a specific folder in my extension zip file  how should i declare the files in my xml manifest  how do i include the files in the joomla header  only when needed    	the best way would be to use the media folder  so  you will firstly need to create a folder called media in your module folder    note  this folder should be created before installing  not after   the inside the media folder  create 2 sub folders  css and js   this isn t required but it s just nicer to keep things separate   then add the following to your xml file    media folder  media  destination  mod example        folder css  folder       folder js  folder    media    change mod example to whatever your module is   upon installation  the media folder will automatically be moved and you will end up with the following   joomla root media mod example js   and  joomla root media mod example css   i know so far i have been referring to a module but the same applies for components too   to call the file  you can add the following code to your default php file for your extension   jhtml     stylesheet   juri  root      media mod example css style css        for css files jhtml     script   juri  root      media mod example js script js             for js files   hope this helps  
2014-08-04T12:31:10.810	3867	component^&^plugin^&^jquery^&^javascript	print content in popup in template s index file	hello   i have some string values like a contract detail in one variable of template index file  here i also attached screenshot what i am getting right now   as you have seen in screenshot i have strings with one  accept  button  i want all that content in popup at page load just after user gets looged in   after login user must be accept these terms and condition then he she can allow to do any things else   or please  suggest me if any free tool is available or not   regards  urjit   code section  edited  one code that i found is use of    jhtml     behavior modal       under  and use    a href    php echo jroute     index php option com xyz task xyz        class  modal  rel   size   x  400  y  400     click   a    then after click you will find popup  but it is on click event  i want on page load event  here is reference link 	
2014-08-04T14:31:12.840	3869	joomla-3.x^&^development^&^update	how to re enable an extension s update site	i have an extension shipped as a package  which combines a module  a plugin and a component   i have the usual updateserver tag in my manifest    updateservers       server type  extension  priority  1  name  myext  http   www fasterjoomla com myext xml  server    updateservers    and a corrensponding file hosted on the server  a tag in this file was not properly set up  but it worked up until a few versions ago  then boom  stopped working   the package was set as admin instead of site    so i fixed it  and it started working again   here comes the problem  the update site was disabled in most of my test sites due to the error   and while joomla 2 5 has a nice  clean cache  button in the extension update page    administrator index php option com installer view update   which invoked the   administrator components com installer controllers update php purge     function  which in turn invoked the enablesites   in the update model   alas i cannot find such button in joomla 3   and i tried debugging  but i can t see how this function would be invoked   help  three thousands users are stuck with an old version  and they don t know it   update  i filed a bug  http   joomlacode org gf project joomla tracker  action trackeritemedit tracker item id 34043 start 0 	comment on the issue on joomlacode from brian    this has been resolved already and will be in the 3 4 release    3 4 should be released shortly  all the discussion took place here   https   github com joomla joomla cms pull 3775  
2014-08-04T15:02:00.847	3871	joomla-3.x^&^php^&^k2^&^sef	google indexing k2 urls wrong	i moved one of my site to new domain  and also upgraded it to joomla3  i have around 200 articles tips displaying using k2  before moving to new domain google was indexing site well and i was getting around 100 unique visitors per day  but after moving it seems somewhere wrong in indexing for which visitors are coming very less around 5 each day by google  i checked everything like index  follow in global configuration  also in k2 parameters  advanced     advanced sef settings  tab  i set  use the item id in the url   to  no  and likewise others to make urls more search engine friendly but visitors from google not increasing as before   also one thing i noticed when searched in google typing site mysite com  i am seeing article urls indexed as     http   mysite com tips jquery javascript how to show tips when clicked using jquery and qtip 138 how to show tips when clicked using jquery and qtip   instead   http   mysite com tips jquery javascript how to show tips when clicked using jquery and qtip  this last one is the expected url i am seeing when i load article via the site and also in http   google com webmasters tools  sitemap url as i submitted sitemap with this kind of url formation   so why google indexing urls with multiple title and adding number 138 as above     this may be the reason why google not properly indexing my site and multiple urls being indexed  	first off  you have duplicate content  which as you have noticed is hurting your rankings   even though it is using the canonical attribute  i googled your site  and both links lead to the same exact page   make sure you heave it set up like this in k2 http   www pixelfire com au images blog images k2 settings jpg     second  you didn t mention when moving  that you did a 301 redirect on the old domain name for all of the  good  seo juice content  that means the most visited pages  the most linked pages  if you have an option actually all of them  etc  this is really important  if you don t know how to do a 301 redirect  just follow the below example   rewriteengine on     begin   custom redirects  redirectmatch 301  tips something http   www newsite com tips something     end   custom redirects   you can also find the most visited pages by using google webmaster as you are already doing   
2014-08-04T19:10:58.043	3877	templates^&^overrides^&^css	how do i override the css styles in my template 	when using a free commercial joomla template from template club x y z  what is the best way to include my own css styles  	why use css overrides   it s always a good idea to keep your css styles separate from the existing template styling  if you re using a pre built joomla template    it s easier to maintain your changes will not be lost if you upgrade the template you can easily copy move the modifications to another template or another site    how does css overrides work   css means  cascading style sheets    cascading  in this context meaning that because more than one stylesheet rule could apply to a particular piece of html  rule used is chosen by cascading down from the more general rules to the specific rule required  the most specific rule is chosen   or based on the order of the rules for any element  the last rule found is chosen    as long as your customized css file is loaded after the default template css files  you can add your own styles to override specific elements as needed  there are some exceptions  more on that below    general usage  to load a custom style sheet in the joomla  head  tag  the following code can be added to the index php file of your template   yourdomain com templates yourtemplate index php    right before the ending   head  tag in order to ensure your file is loaded last   jhtml     stylesheet   juri  root      templates      this  template     css custom css       the css file can have any name  and does not have to be in the  css  subfolder  but it s cleaner that way    it s also possible to add a normal  link  tag  but this is less flexible than the above mentioned option    link rel  stylesheet  href   templates mytemplate css custom css  type  text css        important  some extensions might load their css styles after yours  or even add styles directly in the index php file   thus overriding your overrides  this can usually be solved by adding  important to your styles  eg  h1 color red important    usage in different frameworks  now the fun part  many template frameworks has though of the possibility that users would want to make changes to their templates  thus adding an easy way to include your css overrides  here are some of the methods used   rockettheme  rockettheme templates are powered by the gantry framework  and a customized css file will be loaded automatically if found  the css file must be placed in the  templates yourtemplate css  folder  and the name must be yourtemplatefolder custom css    example  if you re using their free afterburner 2 template  the default template directory is  templates rt afterburner2    add a file called rt afterburner custom css  carefull with underscore and hyphen  to the  css  subfolder  and it will be loaded automatically by the gantry framework    shape 5  shape 5 templates ship with an empty custom css file in the  css  subdirectory of your template  simply add your styles to this file and they will be included in your layout   gavick pro  gavick pro templates ship with an empty overrides css file in the  css  subdirectory  but note that this file is not loaded by default  you have to activate override css in the advanced settings tab in the template settings   t3 framework  templates based on the t3 framework may may not include a custom css file in the  css  subfolder of your template  simply create it if it s not there   but when present  the file will be loaded after any other css file   warp framework  templates based on the warp framework automatically loads the custom css file found in the  css  subfolder  additional css files can be loaded by adding    this  warp  stylesheets  add  css yourcssfile css      to the file  layouts template config php    
2014-08-05T01:59:22.753	3883	joomla-3.x^&^extensions	mathjax and latex2html5 joomla system plugin	after reading this adding mathjax to a joomla website  i don t know anything about writing extention but based on mentioned link  i am assuming it is should be easy to write a simple system plugin to enable both mathjax and latex2html5   i come up with this    php     no direct access defined   jexec   or die  restricted index access     class plgsystemmathjaxlatex2html5 extends jplugin       public function oncontentprepare  context    article    params   page   0                        doc   jfactory  getdocument                 doc  addscript  http   cdn mathjax org mathjax latest mathjax js config tex ams mml htmlormml                 doc  addscript plugins system mathjaxlatex2html5 assets js latex2html5 min js                doc  addstylesheet plugins system mathjaxlatex2html5 assets css latex2html5 css             link to the installation of latex2html5 http   latex2html5 com installation html  i think the only thing left now is how to include the required mathjax config into plugin    script type  text x mathjax config             cdata      mathjax hub config            tex   extensions    amsmath js    amssymbols js                  extensions    tex2jax js            jax    input tex    output html css            showprocessingmessages   false          messagestyle    none                showmathmenu  false           tex2jax                processenvironments  true              inlinemath                                          displaymath                                            preview    none               processescapes  true                     html css     linebreaks    automatic true  width   latex container                          script    can anyone please guide me to the completion of the plugin   thanks 	fair play to you for deciding to use a plugin and attempt this on your own   1   you re very close  but forgot to use quotes when defining the path to the script and stylesheet  the following will work    doc  addscript  http   cdn mathjax org mathjax latest mathjax js config tex ams mml htmlormml     doc  addscript juri  root      plugins system mathjaxlatex2html5 assets js latex2html5 min js     doc  addstylesheet juri  root      plugins system mathjaxlatex2html5 assets css latex2html5 css      also note that for the script and stylesheet that your are importing from your own server  i have used juri  root   to define the root of the your joomla installation as a baseline   update   for to call the function  you can joomla s addscriptdeclaration   function which will inject your defined script into the head and automatically use the  script  tags   js     mathjax hub config            tex   extensions    amsmath js    amssymbols js                  extensions    tex2jax js            jax    input tex    output html css            showprocessingmessages   false          messagestyle    none                showmathmenu  false           tex2jax                processenvironments  true              inlinemath                                          displaymath                                            preview    none               processescapes  true                     html css     linebreaks    automatic true  width   latex container                 doc  addscriptdeclaration  js     
2014-08-05T06:49:28.377	3884	articles^&^menu-item^&^article-manager	multiple categories linked to menu item	hi everyone i m new here and also not really used to joomla   i got joomla 3 and was wondering if i could link multiple categories to one menu item  because i want to have on this side some articles  then a slideshow and afterwards some more articles form another category    to clarify     blue   is already a category with articles green   is a slide show from a extension  red   is where i would like to put some more articles in      does anybody know how this works  	instead of trying to do nested categories you might want to just make a single article and link to that  then use loadposition  or nonumber modules anywhere  and just embed some modules into the page  not into module positions  though you could also do that    then you can stick whatever you want on the page  including a module that lists all the categories with links to them  you can literally custom build the entire article using modules  if your theme includes bootstrap you can even use grids and other goodies from bootstrap on it  the modules will just load into them where ever you want   you can link to a category which has two child category  red and blue in your example     your menu links to category a which contains category b  blue  and category c  red    you can put your slider in an article which belong to category b or c   then  you can order your articles   
2014-08-05T12:55:09.960	3890	joomla-3.x^&^template-override	joomla 3  how can i include an article s links in the blog intro text 	i would like to include the article links  as set in the images and links tab  below the intro text shown in the blog layout  above or below the  read more  link   i ve tried including this from the article default php but it doesn t work  maybe something s missing or it s completely wrong     php if  isset  urls        empty  urls  urls position       urls  urls position     0         params  get  urls position       0     empty  urls  urls position                empty  urls  urls position        params  get  urls position             php echo  this  loadtemplate  links         php endif       can anyone tell me how to do this   i know how to tinker around with the content layouts and have created an override for the blog item php file but i am not a php expert    any help would be greatly appreciated   many thanks leila 	add the following code to your blog item php override file where you want the links to show up     php   urls      json decode  this  item  urls      create shortcut if   urls      empty  urls  urla      empty  urls  urlb      empty  urls  urlc          div class  content links        ul class  nav nav tabs nav stacked             php              urlarray   array              array  urls  urla   urls  urlatext   urls  targeta   a                array  urls  urlb   urls  urlbtext   urls  targetb   b                array  urls  urlc   urls  urlctext   urls  targetc   c                              foreach   urlarray as  url                     link    url 0                    label    url 1                    target    url 2                    id    url 3                    if      link                        continue                  endif                      if no label is present  take the link                  label     label     label    link                      if no target is present  use the default                  target    target    target    params  get  target   id                                   li class  content links   php echo  id                         php                        compute the correct link                      switch   target                                                case 1                                 open in a new window                             echo   a href     htmlspecialchars  link      target   blank   rel  nofollow                                     htmlspecialchars  label      a                                break                           case 2                                 open in a popup window                              attribs    toolbar no location no status no menubar no scrollbars yes resizable yes width 600 height 600                               echo   a href       htmlspecialchars  link        onclick   window open this href   targetwindow       attribs      return false                                       htmlspecialchars  label     a                                break                          case 3                                 open in a modal window                             jhtml     behavior modal    a modal                                    a class  modal  href    php echo htmlspecialchars  link        rel   handler   iframe   size   x 600  y 600                                       php echo htmlspecialchars  label        a                                break                           default                                 open in parent window                             echo   a href      htmlspecialchars  link       rel  nofollow                                     htmlspecialchars  label        a                                break                                                             li            php endforeach           ul    div    php endif        i copied this code from components com content views article tmpl default links php      
2014-08-04T19:54:42.863	3891	mysql^&^phpmyadmin	migrating joomla site to local machine	i borked a joomla site while trying to upgrade to joomla 3  one of the extensions was not supported and i had to restore my backup  including the backup of the database  unfortunately  it did not work and i just got mysql errors  i should not have tested it locally instead of trying it on a production site   now i am trying to run a copy of the website on my computer locally  with xampp  xampp is running apache and mysql  i ve configured mysql according to the instructions at  http   docs joomla org copying a joomla website but i am still getting the error   database connection error  2   could not connect to mysql database connection error  2   could not connect to mysql    suggestions  	take a look at your database settings in the file configuration php in your joomla root directory  this is the file that connects joomla with your mysql database   when using xampp on your computer  the root user  with empty password  usually has access to all your databases   try setting the following variables in you configuration php file   public  user    root   public  password       public  db    databasename   public  host    localhost      leave the rest of the fields as they are for now    short explanation   host   usually  localhost  when using xampp  user   usually  root  when using xampp  password   usually empty when using xampp  db   the name of the database i assume you imported using a tool like phpmyadmin  
2014-08-05T20:17:09.183	3894	articles	is there a way to have registered users auto publish their articles 	i m extremely new to joomla and even simply hosting a website  so answers should be pretty step by step if possible   i am running a hobby group site that will have multiple users submitting articles to it   ideally  i d like registered users to be able to post their own articles without needing approval  so i d like them to have publishing rights to their own articles  i would like them to be able to have the ability to edit the state of their own article  but not be able to edit the state of another users s articles   i had it set up to where users were able to auto publish their own articles by turning on the  edit state  for them  however that made them able to unpublish other users articles  not ideal  	
2014-08-06T13:59:57.983	3906	administrator	joomla   one admin panel for multiple sites	i m trying to find some possible solutions to manage multiple joomla sites through one administration panel  but couldn t find anything relevant   does anybody know if it is possible in joomla 3 x  and if yes could somebody provide any possible solution  preferably non commercial   many thanks  	
2014-08-06T17:04:55.700	3908	php^&^cms^&^user-groups	how can i diferentiate between guests and members 	how can i execute a different code in my plugin depending on if the user is logged in or not in joomla  basically i want to do this     php if  loggedin          do something    else         do something else        	i usually do something like this     php  user   jfactory  getuser    if   user  guest           user is not logged in           else               user is logged in                take a look at the joomla documentation    you can either use this    user   jfactory  getuser    if  user  id    0           you are a member   else           you are a guest     or this    user   jfactory  getuser    if  user  guest           you are a guest   else           you are a member     bother are the same with most likely nano seconds in performance  in regards to speed   besides the direct programmatic method to conditionally show different contents  jfactory  getuser    guest   there s an alternative to create a guest group to identify this specific set of users  in this way  the content can be managed either at the cms level with the regular administrative tools or in a plugin with access control list controls   how do you hide something from logged in users  http   docs joomla org how do you hide something from logged in users 3f    associated routine to check if the user belongs to the guest group     user   jfactory  getuser     groups   jaccess  getgroupsbyuser user  id  false   if  in array my guest group   groups        echo  only visible for guests       
2014-08-06T22:52:15.813	3912	component^&^development^&^joomla-api	juri  base   issue  losing subdomain	there is a chance this is a bug  but i am pretty sure i must be overlooking something   basically juri  base   is removing the subdomain path  this is in siteground with its joomla staging enviroments  so the domain it should be getting is http   staging1 domain com but instead it gets http   domain com    i tested juri  base   in the template file  and it worked correctly  but in the custom component built for the site it does not   here is how it is being used    tmpfilename   md5  id  itemid time      pdf   file put contents    jpath site   tmp    tmpfilename    file get contents      juri  base         index php option com component view finish format pdf tmpl component data           id          itemid           itemid          what the above code does is opens a generated pdf file  a pdf view  saves it to the tmp directory  then later in the script includes it as an attachment  deleting it afterwords    if in this area i add juri  base   to the email  so i can see what it is according to the email sent  it strips the subdomain  i have confirmed that the redirection to the controller that does this function is correct  but the reason the url comes out improper in only this function eludes me   jroute works fine    i cannot use juri  base true  as it is the server attempting to get the contents of the file  so without the url it cannot get the file correctly  also i have checked for the  live site variable in the configuration php file and confirmed it is not a factor in this   most likely its something stupid i am overlooking  most likely right in front of my face and i will update the question with any findings as i go  so is there there anything that could cause this  or has anyone ran into something similar   version is 3 3 1  update   dived deeper and here are my findings    i was wrong on thinking it was juri  base   completely  although i had seen that it was getting the wrong variable now i see no evidence of it  although the result is the same  it is getting information from the live site and not the staging site  i tested the execution of all the code and check the pdf generated when i go directly to the url that it generates  it creates the pdf perfectly  yet when done with the file get contents function it does something totally and completely different  grabs a pdf from the wrong url  even though the url seems to be correct and testing it worked   i noticed i used an htpasswd on the site  and since the file get contents function goes to the url from the server itself it needs to authenticate  so there was no way a pdf should of been generated in this staging enviroment in the first place  this confirms that the pdf is being generated from the live site that has no htpasswd   	i m guessing that you have the  live site  defined in your configuration file  in looking at the code for juri  base   there is this if statement   if  trim  live site                  build base url from the live site setting           else          build base url from current scheme  host  and port             so if you have  live site  set in your configuration  it appears that the system may use that instead of your current url    i ve never actually seen this issue personally  so this could also be way off  but it looks promising    
2014-08-07T15:52:14.867	3918	component^&^module^&^templates^&^overrides	are there any  cleaned up  overrides for stock components and modules 	let me rephrase my question since we got on the wrong foot here   was there any effort to make html5 overrides for joomla so that only absolutely necessary html is outputed to present all joomla features   there are additional div s which only purpose is to provide semantic attributes while same thing can be achieved by using html5 specified tags with much less markup   also  one other thing  most of default module chrome options don t support all possible module settings like custom title tag  h3 is hard coded   bootstrap column span option etc     i had to make my own chrome overrides to enable all this settings  it seems like a waste to not use all of the settings available in the administration   there is a lot of bit s and pieces that stand with no purpose at all  especially in the stock modules   and i can t collect them all in this question   so  is there some kind of joomla html5 boilerplate that keeps markup absolutely minimal and clean   it s much easier to add what you need than to go through all the messy code and removing unnecessary markup that sometimes spans through several if else statements  	yes  there are many in the form of template overrides  you can find some of mine   the most important being com content  in my template starter  oneweb   https   github com nternetinspired oneweb tree master html com content  please be aware that these are a little out of date though  as they are missing some recent additions like tags though the output is clean  semantic html     obviously  creating and maintaining a complete set of overrides for all core output is huge task  and it is ultimately unsustainable  it s far better  longer term  to try and incorporate such changes upstream imo  though i know from personal experience that progress can be frustratingly slow at times   https   github com joomla joomla cms pull 2657  
2014-08-07T22:59:42.967	3943	joomla-3.x^&^joomla-2.5^&^language	how can i configure joomla with several languages 	i know joomla supports multiple languages since version 1 6  but what is the correct way to configure joomla and set up my multilingual content modules  	joomla is an excellent system for multilingual websites  once it s correctly set up  no 3rd party extensions are required  but the configuration is not always intuitive  although recent versions of joomla can be automatically configured during installation    here s a short guide on how to get all pieces together   1  install languages  any language you want to use in joomla has to be installed  languages can be found here   and installed just like any other joomla extension  joomla 3 has an option to install languages directly from the language manager   2  add content languages  while still in the language manager  click the content tab  and then click new on the toolbar to set up a new content language    title  the name of the language as it will appear in the dropdown lists when assigning the language to an item  this title will also be used by the langswitcher module in front end when flags are not used  title native  a title in any language desired by the admin to be displayed in the content language list  url language code  this language code will be appended to the site url  when sef is enabled  one will get http   mysite com en    if sef is disabled the suffix  lang en will be appended at the end of the url  note the language code must be unique among all the languages  image prefix  prefix of the image file for this language when using the  use image flags   example  if  en  is chosen  then the image shall be en gif  images and css for this module are in media mod languages  users can add any image flag there with any prefix  example  pt br for the brazilian flag  language tag  enter here the language tag example  en gb for english  uk   this should be the exact prefix used for the language installed or to be installed  status  whether this content language is published or not  if published  it will display as a choice in the language switcher module in frontend  metadata  these metadata definitions will override global configuration metadata in multilanguage configuration for each language used  site name  the translated name of the site if you choose to use one    repeat the process for all languages you want to add    screenshot from the english  uk  content language   3  configure language filter  go to the joomla plugin manager and find the system   language filter plugin  this plugin has several options that can be changed depending on your needs  remember to publish the plugin once all settings have been configured   4  create menu items  joomla requires a  default page  to be set for each language  in addition to a default page for all languages   it s recommended to create a new menu for each language   go to menu   add new menu   and a hidden menu for the all languages default page  create the default page for all languages  or keep the existing one   create a defalut page for each additional language  and set  default page  to  yes  and  language  to the corresponding language    if your language don t show up in the  language  list when creating a menu  there s probably an error in the content language setup    when done  your menu structure should look something like this   main menu  or hidden menu       home  set as a home in menu item list  language  all  menu for english language      home for english lang  set as a home in menu item list  language  english  menu for spanish      home for spanish  set as a home in menu item list  language  spanish    the menus dropdown should display the corresponding flag together with the menu name   5  add language switcher module  optional   the language switcher is part of the default joomla modules  and can be added just as any other module from the module manager  publish it to any template position  and change the module settings as needed  you can also change language directly in the url  or with a link  by adding  urllanguagecode  to your url  eg  www mysite com es    6  duplicate your content  on a multilingual joomla site  every article and module can be assigned a specific language or  all   it s a good idea to create a category for each language to keep your articles separated  use the batch tool to assign the corresponding language to each article  or duplicate your content as needed  the same method can be used with modules  but keep in mind that modules with specific menu assignments will need to be configured accordingly   7  404 errors  it s common to see 404 not found errors when building a multilingual site  this is usually because the article your trying to display has a different language than the menu item language   
